mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.781065305074056,0.0858798476869707,0.4394696553548177,0.0758907710050992,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.8903697768932332,0.8837390436766048,0.8612016024842893,0.8784368076847091,0.012484146732902412,7
0.08956090609232585,0.004621992414613059,0.05088678995768229,0.0058871356631006524,10,2,2,1,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1}",0.4575528163479134,0.48180214610661554,0.561119329148541,0.5001580972010233,0.04422828166724589,35
0.4288936456044515,0.023491137776616048,0.06629006067911784,0.005546147575556546,10,2,2,10,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",0.8350363540688722,0.8223590436259688,0.8069821450763212,0.8214591809237207,0.01147074467828502,15
4.940078894297282,0.7990635219415382,0.4438806374867757,0.07408743345057527,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8849754353598934,0.8801316422891519,0.8560573342208435,0.8737214706232962,0.012645997231308236,12
0.1825739542643229,0.010844277059847906,0.07115618387858073,0.0024847556926977394,10,2,5,1,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1}",0.45653838714195066,0.48235847910969865,0.5587743248714971,0.4992237303743821,0.043407942944624064,36
0.45762085914611816,0.05409402765523155,0.09931063652038574,0.01885817205322694,10,2,5,10,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",0.8381519397778395,0.8229907945303904,0.8089976005216445,0.823380111609958,0.011905392341502544,13
4.293538729349772,0.5641574901246105,0.3387349446614583,0.07044697139585478,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8845660165653629,0.8785262183478056,0.8585391741189199,0.8738771363440295,0.011122338019840037,11
0.21726791063944498,0.047472899497458365,0.058397134145100914,0.014376301966183114,20,1,2,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1}",0.6574685009934194,0.6135496717879931,0.6226525420135547,0.6312235715983224,0.018926397804848696,28
1.2587389945983887,0.1737277365988972,0.11477446556091309,0.05267930863612855,20,1,2,10,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}",0.8943060219953741,0.8842539113294638,0.8472090807675031,0.8752563380307804,0.020252534198700014,9
9.554158528645834,0.5588734487182836,0.36732157071431476,0.02066607371517766,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9290507536705438,0.9341081503731533,0.9101696277859492,0.9244428439432154,0.010301709889007922,2
0.1556702454884847,0.030620117826799582,0.05461621284484863,0.012629258493350478,20,1,5,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1}",0.6541279883690657,0.6728065521759007,0.6295218270140905,0.6521521225196857,0.017726061650846565,26
0.9404450257619222,0.16626040132965988,0.10666139920552571,0.031115229823632087,20,1,5,10,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10}",0.8991406048986822,0.8824304251700845,0.8567906774265017,0.8794539024984228,0.017416923850782293,6
7.988900184631348,0.8087183638569618,0.3324991861979167,0.040250179871928526,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.93172216783374,0.9315983884716557,0.9132777643749772,0.9255327735601243,0.008665747435686037,1
0.18055168787638345,0.06323845885883646,0.05046908060709635,0.011997349191344434,20,2,2,1,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1}",0.6510811670982232,0.6709718776615413,0.6337069386016481,0.6519199944538042,0.01522490600482737,27
1.1393208503723145,0.06114070992169927,0.08708612124125163,0.004709421745407865,20,2,2,10,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",0.893362345249207,0.8800641079685195,0.8493627843291353,0.8742630791822873,0.0184251511350436,10
7.78456989924113,0.4439735490613638,0.34125558535257977,0.04163589019583716,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9284940186946383,0.9273713908844454,0.9100198427923196,0.9219617507904677,0.008456632437608996,4
0.12073286374409993,0.004308229047474906,0.03620068232218424,0.003081763214914611,20,2,5,1,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1}",0.6910665320185158,0.6950194288755145,0.6417735189955218,0.675953159963184,0.024222472223113214,25
0.7080945173899332,0.08514623793876776,0.05943147341410319,0.010204256383507592,20,2,5,10,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",0.8961477461471169,0.8855569157760618,0.8526524548078923,0.878119038910357,0.018519388063559156,8
7.108461459477742,0.07723201269543516,0.24219957987467447,0.013145326904945536,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9280509972362898,0.9297306473394633,0.9122015822638118,0.9233277422798549,0.007897209787607329,3
